id,date,text,cleaned
1361102388837384192,2021-02-14 23:57:52+00:00,@Cyn9383Johnson @hillbillyspider @itsrhondabitch @JenniferSey @jaketapper in canada we have extremely high rates of suicide among indigenous children.  this was true long before covid.  covid exacerbated suicidal ideation; it was already present due to hopelessness about many issues mostly related to politics., cyn    johnson  hillbillyspider  itsrhondabitch  jennifersey  jaketapper canada extremely high rate suicide indigenous child   true long covid   covid exacerbated suicidal ideation  present hopelessness issue related politics 
1361102384366247938,2021-02-14 23:57:51+00:00,"@oflynnsocial So Labour are adopting a Kamikaze approach to the next GE.

I can’t help but think that if that happens they should seriously consider changing their name from The Labour Party to The Lemming Party since they’re so hell bent on committing political suicide.", oflynnsocial labour adopting kamikaze approach ge   help think happens seriously consider changing labour party lemming party hell bent committing political suicide 
1361102354679029761,2021-02-14 23:57:44+00:00,"Tw // suicide
You guys are getting money from randoms on the Internet eye am getting this https://t.co/aKOtw1RXrM",tw    suicide guy getting money randoms internet eye getting   akotw rxrm
1361102344033812484,2021-02-14 23:57:41+00:00,"@isaidwatisaidok @eatdickx10 @thejaylee__ @terriyanamonea_ @skylarvibes we’re happy for the kids if they’re happy, it has nothing to do with the children. it’s the heteronormative hypocrisy that’s a problem. the excuses and the “now’s not the time” attitudes are antiquated, because when would you rather discuss it? after another lgbtq+ child suicide?", isaidwatisaidok  eatdickx    thejaylee    terriyanamonea   skylarvibes happy kid happy  child  heteronormative hypocrisy problem  excuse  time  attitude antiquated  discus  lgbtq  child suicide 
1361102337528508418,2021-02-14 23:57:39+00:00,Pedos on Suicide Watch. https://t.co/gpYpS3Pnel,pedos suicide watch    gpyps pnel
1361102335888396288,2021-02-14 23:57:39+00:00,@simon_robin @IndiaToday @nabilajamal_ @arvindojha 21 year olds have set a precedent of sorts by being named by authorities as the main accused in suicide bombing and terrorist attacks around the world. The age when negative thoughts begin flowering in agitated minds., simon robin  indiatoday  nabilajamal   arvindojha    year old set precedent sort named authority main accused suicide bombing terrorist attack world  age negative thought begin flowering agitated mind 
1361102321632043009,2021-02-14 23:57:36+00:00,@TSandwhichmaker @samdoesntmiss i think thats more of a self-hatred alley than a making fun of suicide., tsandwhichmaker  samdoesntmiss think thats self hatred alley making fun suicide 
1361102313910378500,2021-02-14 23:57:34+00:00,"@colingeorgerice We all have fans that are like that mate, some of ours were on suicide watch after the Wet Spam defeat the other week.", colingeorgerice fan like mate  suicide watch wet spam defeat week 
1361102289876959232,2021-02-14 23:57:28+00:00,@shaiimadz4 Ahh c une incition au suicide  t complice 👩🏾‍🦯, shaiimadz  ahh c une incition au suicide  complice     
1361102237095895041,2021-02-14 23:57:16+00:00,"tw // suicide 

not this... NOT THIS... https://t.co/llH0EJjQjp",tw    suicide           llh ejjqjp
1361102214899634176,2021-02-14 23:57:10+00:00,"@ashe_funny A friend of mine tried to commit suicide and of course me and some other friends were worried, we tried calling them over and over and sending messages to no avail. Another friend of mine made a post about it saying that they were worried (they apologized for making the post-", ashe funny friend tried commit suicide course friend worried  tried calling sending message avail  friend post saying worried  apologized making post 
1361102200529895424,2021-02-14 23:57:07+00:00,@Golprigarius @CarismaMenosDos Tom Taylor es la hostia. Suicide Squad., golprigarius  carismamenosdos tom taylor e la hostia  suicide squad 
1361102175921790978,2021-02-14 23:57:01+00:00,Suicide squad is probably one of the worst movies I’ve seen in a while,suicide squad probably worst movie seen
1361102122322776064,2021-02-14 23:56:48+00:00,"@Bruce_Cares I would rather Nurses do this compared to burning out, excessively drinking and or suicide! Shit let them have a damn giggle", bruce care nurse compared burning  excessively drinking suicide  shit let damn giggle
1361102095991136264,2021-02-14 23:56:42+00:00,"We dont have a gun violence problem. 

We have a suicide problem that is buried under GV to avoid addressing it.

We have a gang violence problem that is buried under GV to avoid addressing it.

And then people like yourself use that to justify attacking a enumerated right https://t.co/xsfIkILi16",dont gun violence problem    suicide problem buried gv avoid addressing   gang violence problem buried gv avoid addressing   people like use justify attacking enumerated right   xsfikili  
1361102006115590147,2021-02-14 23:56:20+00:00,"Sorry we missed a bit. We were sequestered for a trial. Murder-suicide. Anyways, Leo ain’t married.",sorry missed bit  sequestered trial  murder suicide  anyways  leo ain married 
1361102003292807169,2021-02-14 23:56:20+00:00,@mickishell3 @GabrielSterling @jaketapper Actually watching the video was horrifying and 1 person dead was too many and it does not change the narrative. Whatever those officers saw that drove  them to suicide should never be normalized., mickishell   gabrielsterling  jaketapper actually watching video horrifying   person dead doe change narrative  officer saw drove  suicide normalized 
1361102002734968834,2021-02-14 23:56:20+00:00,Hera Venenosa em The Suicide Squad. 🥳 https://t.co/OC0ozy7U2h,hera venenosa em suicide squad      oc ozy h
1361101981725687809,2021-02-14 23:56:15+00:00,"Preventing Clinician Suicide: A Call to Action During the COVID-19 Pandemic and Beyond.  https://t.co/TWwRMEIvb7 

#TheWiderWiserView https://t.co/QpmYedZArN",preventing clinician suicide  action covid    pandemic     twwrmeivb     thewiderwiserview   qpmyedzarn
1361101975882850304,2021-02-14 23:56:13+00:00,"@pulte In dire need of help for me &amp; my girls. My daughter just lost her best friend to suicide on Thur. He shot himself in his backyard &amp; R devastated. In dire need ourselves but would like to help the family too. He was just 16 &amp; helped her thru COVID, remote school &amp; her only friend.", pulte dire need help  amp  girl  daughter lost best friend suicide thur  shot backyard  amp  devastated  dire need like help family      amp  helped covid  remote school  amp  friend 
1361101953124732928,2021-02-14 23:56:08+00:00,a lot of the ppl i see saying it are minors/13-14 and i honestly hope that you never lose someone to suicide and can grow out of this edgy shit. it’s really not as funny as you think it is.,lot ppl saying minor       honestly hope lose suicide grow edgy shit  funny think 
1361101876331225088,2021-02-14 23:55:50+00:00,suicide  squad  joker  🥰🥰🥰🥰🥰,suicide  squad  joker       
1361101875496452096,2021-02-14 23:55:49+00:00,"@AggressivelyMe2 Making fun of someone’s suicide = intelligence?

Yikes 😬😬😬", aggressivelyme  making fun suicide   intelligence   yikes    
1361101871239360513,2021-02-14 23:55:48+00:00,"Bill removing concealed weapon permit rule signed into law
85% of gun deaths in Utah are suicide. The @GOP solution? Let's make it easier to get guns!
https://t.co/59yxXadI4w",bill removing concealed weapon permit rule signed law     gun death utah suicide   gop solution  let easier gun      yxxadi w
1361101865321172996,2021-02-14 23:55:47+00:00,"@Batfleck4Ev3r @theSNYDERVERSE where joker and Harley Quinn become who they become in the comics and movies. (it's renamed Axis in Keaton Batman, but has since switched back for all other films)

has appeared in Suicide Squad, Birds of Prey, Gotham, and more", batfleck ev  thesnyderverse joker harley quinn comic movie   renamed axis keaton batman  switched film   appeared suicide squad  bird prey  gotham 
1361101847981776897,2021-02-14 23:55:43+00:00,"Oh!! omg, a guardian can protect a sheriff from a suicide kill",oh   omg  guardian protect sheriff suicide kill
1361101842306846725,2021-02-14 23:55:41+00:00,"@westaustralian https://t.co/9ziSJlHvJx. People are commiting suicide daily because of job loss etc and the govt is toying around to see who's compliant , please wake up Australia this could be someone you love", westaustralian    zisjlhvjx  people commiting suicide daily job loss etc govt toying compliant   wake australia love
1361101818453975040,2021-02-14 23:55:36+00:00,"@4leafcloverfish @__bandooo_ @britsznn If you know the Elisa Lam story, Netflix made a doc about how she disappeared from the Cecil Hotel in LA. There’s a lot of ominous stories about what goes on there. Death, suicide, violence, prostitution, etc..",  leafcloverfish    bandooo   britsznn know elisa lam story  netflix doc disappeared cecil hotel la  lot ominous story  death  suicide  violence  prostitution  etc  
1361101800955408386,2021-02-14 23:55:32+00:00,I received a $28.00 donation supporting American Foundation for Suicide Prevention! https://t.co/raGo3oXncs,received        donation supporting american foundation suicide prevention    rago oxncs
1361101776783572995,2021-02-14 23:55:26+00:00,Two officers who helped fight the Capitol mob died by suicide. Many more are hurting. https://t.co/cJLanW4k86,officer helped fight capitol mob died suicide  hurting    cjlanw k  
1361101775210651649,2021-02-14 23:55:25+00:00,@BarackObama @MichelleObama They’re lovely &amp; everything but their perfection does highlight the imbalance of life somehow. Was just reading about teen murder &amp; suicide in less fortunate communities in a tweet above and the different life experiences is just so illuminated.  Life’s a bit of lottery hey? 😳, barackobama  michelleobama lovely  amp  perfection doe highlight imbalance life  reading teen murder  amp  suicide le fortunate community tweet different life experience illuminated   life bit lottery hey   
1361101771574190080,2021-02-14 23:55:25+00:00,@redheadandbad @GenderMapper @little_lizzie22 I've talked to parents who were given this emotional blackmail speech by their doctor in front of their child.  It's ALMOST like you all want these kids to threaten suicide., redheadandbad  gendermapper  little lizzie   talked parent given emotional blackmail speech doctor child   like want kid threaten suicide 
1361101769418366977,2021-02-14 23:55:24+00:00,"@Fiofoure Holy shit YIKES

I hate these kinds of people 
And suicide baiting is a different type of evil", fiofoure holy shit yikes  hate kind people  suicide baiting different type evil
1361101768235442180,2021-02-14 23:55:24+00:00,I really so badly want to create a creative AI social network for teens to contribute their creative work towards. I'm sick of reading stories of young kiwis that commit suicide in the dark online world that we are living in. I want to be that light for them that leads to hope.,badly want create creative ai social network teen contribute creative work  sick reading story young kiwi commit suicide dark online world living  want light lead hope 
1361101650530828288,2021-02-14 23:54:56+00:00,"idc there’s no justification for it. losing ppl to suicide is not funny. K¥$ will never be funny to me. idc if they’re a piece of absolute shit. you can call them any insult in the book. if you tell people to kts or slit their wr, hard block me because you disgust me &lt;3",idc justification  losing ppl suicide funny  k   funny  idc piece absolute shit  insult book  tell people kt slit wr  hard block disgust  lt  
1361101643773698048,2021-02-14 23:54:54+00:00,"@BesuraTaansane @SuspendedAkount @_sabanaqvi And the number most appropriate for jihadis, suicide killers, activists.", besurataansane  suspendedakount   sabanaqvi number appropriate jihadis  suicide killer  activist 
1361101583006720005,2021-02-14 23:54:40+00:00,"Disbelief, complaining and doubt in God are very dangerous habits that yield nothing but spiritual suicide if we continue to entertain them. May we all learn to believe. Only Believe.",disbelief  complaining doubt god dangerous habit yield spiritual suicide continue entertain  learn believe  believe 
1361101541583818753,2021-02-14 23:54:30+00:00,Sure. It’s a study by the dontexistneverpublished coronafairies that ignores that fewer than 800 people under 25 have died from Covid since the pandemic started....more kids have committed suicide from depression. https://t.co/XZfcFm8YpN,sure  study dontexistneverpublished coronafairies ignores fewer     people    died covid pandemic started    kid committed suicide depression    xzfcfm ypn
1361101533983756289,2021-02-14 23:54:28+00:00,#JoeBiden also has to realize that the trend is towards looser gun control laws and even #2ndAmendment sanctuaries. Trying to reverse that is a fools errand at best and political suicide at worst. He may be senile but I don't think even he is that dumb., joebiden realize trend looser gun control law   ndamendment sanctuary  trying reverse fool errand best political suicide worst  senile think dumb 
1361101519660212228,2021-02-14 23:54:24+00:00,"@Rokoatwt pretty much someone who suicide baited around me so she could get me to date her, i haven't even known her for one day and she already says she wants to date me", rokoatwt pretty suicide baited date  haven known day want date
1361101500592881667,2021-02-14 23:54:20+00:00,"@indieimmy @_SpringY84 I didn't like the character design, but as Steve said, there wasn't enough of his performance in Suicide Squad to make a reasonable judgement.", indieimmy   springy   didn like character design  steve said  wasn performance suicide squad reasonable judgement 
1361101481215217665,2021-02-14 23:54:15+00:00,Y’all still making suicide jokes in 2021? Oof,making suicide joke       oof
1361101479239553025,2021-02-14 23:54:15+00:00,Suicide looking real sexy today. 😍,suicide looking real sexy today   
1361101454593908738,2021-02-14 23:54:09+00:00,"@KarenFukuhara Love your performance in
Suicide Squad 2016
You will be Great in Fantasy Films as the leading lady
Mermaid Super Hero like Mera from Aquaman
And
Android Super Hero like Alita Battle Angel
And
Amazon Warrior like Wonder Woman and Xena
And More", karenfukuhara love performance suicide squad      great fantasy film leading lady mermaid super hero like mera aquaman android super hero like alita battle angel amazon warrior like wonder woman xena
1361101411065413638,2021-02-14 23:53:59+00:00,Who was the beat person on suicide squad? And why?,beat person suicide squad  
1361101401041096706,2021-02-14 23:53:56+00:00,The funniest shit ever is when the black nerds that hate being black say music is trash because they only talk about gang violence just to turn around and listen to Lil Peep and Juice WRLD talk about suicide and being heartbroken,funniest shit black nerd hate black music trash talk gang violence turn listen lil peep juice wrld talk suicide heartbroken
1361101341259661313,2021-02-14 23:53:42+00:00,"Look at the suicide rates. Look at the economy. Look at the loss of jobs. Look at the state of all that’s going wrong. Then tell me why it’s wrong and sinister to care about the impact of the “solution” (which isn’t a solution, it’s a temporary measure).

Questions are important! https://t.co/OWpzNHfEom",look suicide rate  look economy  look loss job  look state going wrong  tell wrong sinister care impact  solution   isn solution  temporary measure    question important    owpznhfeom
1361101320552394752,2021-02-14 23:53:37+00:00,Suicide Circle https://t.co/VFev3cj9aY,suicide circle   vfev cj ay
1361101317058527238,2021-02-14 23:53:36+00:00,"@ScoutSleepe Time was you could get good suicide tips on Google. Not any more. Kids today, tsk.", scoutsleepe time good suicide tip google   kid today  tsk 
1361101311345909760,2021-02-14 23:53:35+00:00,"tw // suicide
i remember me and a bunch of others trying to console a suicidal(?) adult on there when i was like 14 and soon after that they posted 'im fine now!! thank you for worrying about me though!' and posted a nude selfie??? https://t.co/nksNmqu3qa",tw    suicide remember bunch trying console suicidal    adult like    soon posted  im fine   thank worrying   posted nude selfie      nksnmqu qa
1361101300029665281,2021-02-14 23:53:32+00:00,"tw // sh , suicide implied

oh :( https://t.co/C3bmtvX6J2",tw    sh   suicide implied  oh      c bmtvx j 
1361101244098637835,2021-02-14 23:53:19+00:00,"800-799-7233 - National Domestic Violence Hotline
877-565-8860 - Transgender Suicide Hotline
202-498-4009 - SHARP Crisis Line 

Text 838255 (Veterans Crisis Hotline)
Text HOME to 741741

Or you can download the WeCare app for contact and resources.",               national domestic violence hotline                transgender suicide hotline                sharp crisis line   text         veteran crisis hotline  text home         download wecare app contact resource 
1361101242114732033,2021-02-14 23:53:18+00:00,"Buddy Check numbers

800-273-8255 - Suicide Hotline
Germany 08001810771
Belgium 02 648 40 14
Italy 800860022
Poland 5270000
Korea 080-8555-118

800-931-2237 - Eating Disorder Hotline
800-656-4673 - National Assault Hotline
800-222-1222 - Poison Control Hotline https://t.co/6M15GbIct1",buddy check number                 suicide hotline germany             belgium              italy           poland         korea                              eating disorder hotline                national assault hotline                poison control hotline     gbict 
1361101200729509896,2021-02-14 23:53:08+00:00,@imran52225305 @Iam_dannydevito @lharukii Mikasa DID NOT commit suicide lol stop lying, imran          iam dannydevito  lharukii mikasa commit suicide lol stop lying
1361101153103196168,2021-02-14 23:52:57+00:00,"@ClarkLColeman @omenrust @BadCOVID19Takes Give grand scale data proving it. I believe that the pandemic does cause people to have increased depression that leads to suicide, but you can't generalize based on an exception.", clarklcoleman  omenrust  badcovid  grand scale data proving  believe pandemic doe cause people increased depression lead suicide  generalize based exception 
1361101139597529094,2021-02-14 23:52:54+00:00,"How unhealthy is it to think about how the @VP used my sons suicide to promote the interest of those responsible for denying his medication that drove him to the bottom of the Mohawk River?
https://t.co/WoO2XZHOdP",unhealthy think  vp son suicide promote interest responsible denying medication drove mohawk river    woo xzhodp
1361101130231611395,2021-02-14 23:52:52+00:00,"suicide hotlines
US 1-800-273-8255
Philippines 0917-899-8727
Ireland 116 123
United Kingdom 116 123
Canada 1-800-456-4566
Australia 13-11-14
New Zealand 1737
India 91 52987821
France 01 45 39 40 00
Germany 0 800 181 0771
Norway 116 123
Nigeria 8062-106-493
Poland800 70 22 22",suicide hotlines                philippine               ireland         united kingdom         canada                australia          new zealand      india             france                germany                norway         nigeria              poland            
1361101129141145606,2021-02-14 23:52:51+00:00,@itsjusphila That’s either murder or euthanasia/assisted suicide, itsjusphila murder euthanasia assisted suicide
1361101124971995146,2021-02-14 23:52:50+00:00,"// mention of suicide , hanging 

literally what the fuck is wrong with her ??? there IS trigger warnings in real life, if someone saw that they would be traumatized, trigger warnings are needed in entertainment bc that’s something we CHOOSE to look at, unlike this example https://t.co/mwbNPQiTCj",   mention suicide   hanging   literally fuck wrong     trigger warning real life  saw traumatized  trigger warning needed entertainment bc choose look  unlike example   mwbnpqitcj
1361101110589685762,2021-02-14 23:52:47+00:00,New post (Suicide survivor forced to sell her jewellery and skip meals to pay for her anti-depressants) has been published on https://t.co/RaBjl5DDcP - https://t.co/8ESHRLVDEQ,new post  suicide survivor forced sell jewellery skip meal pay anti depressant  published   rabjl ddcp      eshrlvdeq
1361101067073818628,2021-02-14 23:52:37+00:00,"@SigmundAngel C’mon now, I’ve seen futurama. It’s obviously a red suicide booth", sigmundangel c mon  seen futurama  obviously red suicide booth
1361101023583035393,2021-02-14 23:52:26+00:00,"tw suicide//

recording a BROstate exam in Vietnam. PLEASE RT AND HOPEFULLY I LOVE YOUR",tw suicide    recording brostate exam vietnam  rt hopefully love
1361101017086124033,2021-02-14 23:52:25+00:00,"tw: suicide mention
.
.
.
they had lil 9 yr old me stressed. hopefully they’re in therapy bc... https://t.co/MW8ep9XLgB",tw  suicide mention       lil   yr old stressed  hopefully therapy bc      mw ep xlgb
1361101016003993603,2021-02-14 23:52:24+00:00,"@CarolOKeefe5 @ABC Though there haven’t been any school shootings during Covid, gun sales have escalated, domestic violence and suicide deaths are rising AND mass shootings (4 or more deaths) rage on. We need sensible gun legislation now.", carolokeefe   abc haven school shooting covid  gun sale escalated  domestic violence suicide death rising mass shooting    death  rage  need sensible gun legislation 
1361101006315134976,2021-02-14 23:52:22+00:00,I pray dis may not b d end to dis man#AbbaKyari coz dey hv jst sent him on suicide mission dis time around https://t.co/OCyGj5iB2E,pray dis d end dis man abbakyari coz dey hv jst sent suicide mission dis time   ocygj ib e
1361100981220466688,2021-02-14 23:52:16+00:00,Suicide by Zombie,suicide zombie
1361100950266654722,2021-02-14 23:52:09+00:00,Do i have to watch suicide squad. Im warning you all right now im not afraid to do it,watch suicide squad  im warning right im afraid
1361100935842459649,2021-02-14 23:52:05+00:00,"@JBeanpearl @jaketapper When were cops killed because it certainly wasn’t at the Capitol. Not a single one died there, 1 died days later from unrelated medical issues and two committed suicide without even leaving suicide notes.", jbeanpearl  jaketapper cop killed certainly wasn capitol  single died    died day later unrelated medical issue committed suicide leaving suicide note 
1361100858772000772,2021-02-14 23:51:47+00:00,Nothing I wrote before excuses the lack of investment by our countries in making the world accessible and supporting people with disabilities. But implying assisted suicide is being expanded with intention of saving money by pushing people into it is appalling.,wrote excuse lack investment country making world accessible supporting people disability  implying assisted suicide expanded intention saving money pushing people appalling 
1361100842494009344,2021-02-14 23:51:43+00:00,@imsofuckeduppp 3 am contemplating suicide vibes, imsofuckeduppp   contemplating suicide vibe
1361100841285992452,2021-02-14 23:51:43+00:00,I once had to wash a moth down my drain so now I’m literally never going to clean it. If it one day clogs I’ll just have to move out because what if I pull out the hair and the nasty ass brown rotten moth is just in there? I’d have to commit instant suicide.,wash moth drain literally going clean  day clog pull hair nasty brown rotten moth  d commit instant suicide 
1361100840472346626,2021-02-14 23:51:43+00:00,"@MrJesusChristtv @DrWitnesser @wKeyHydraFN Committing suicide certainly is not evidence for salvation. I would agree it’s the opposite. However, sin is still present after salvation, sadly. Like you said, GOD sees our hearts. Again, your last sentence is not biblically based.", mrjesuschristtv  drwitnesser  wkeyhydrafn committing suicide certainly evidence salvation  agree opposite   sin present salvation  sadly  like said  god heart   sentence biblically based 
1361100805932257282,2021-02-14 23:51:34+00:00,"It's a class on Death, Dying, and Loss. As an assignment for this class we have to basically plan our own funeral, will and testament, etc. It's fucking morbid as it stands. 

But for someone literally struggling with thoughts of suicide playing in the back of their mind --",class death  dying  loss  assignment class basically plan funeral  testament  etc  fucking morbid stand    literally struggling thought suicide playing mind   
1361100775712317441,2021-02-14 23:51:27+00:00,"@washingtonpost The terrorist organization PKK carried out deadly attacks, including suicide bombings, for four decades.

HDP, its political wing in Turkey, praises and condones PKK violence.

Not all terrorists shoot people or blow things up.

PKK and HDP are one and the same.", washingtonpost terrorist organization pkk carried deadly attack  including suicide bombing  decade   hdp  political wing turkey  praise condones pkk violence   terrorist shoot people blow thing   pkk hdp 
1361100738416418818,2021-02-14 23:51:18+00:00,"Think of what others had once held high, America the land of the free, home of the brave. yes we once were looked at honorably,   now after what transpired w/Trump, we R no longer any better than any1 else! The fact that people died, some arrested, some by suicide, yet he walks🤬 https://t.co/m5cxLWDGAa",think held high  america land free  home brave  yes looked honorably    transpired w trump  longer better   fact people died  arrested  suicide  walk    cxlwdgaa
1361100734297735169,2021-02-14 23:51:17+00:00,@zukacc it’s only sh and suicide or does it include more violent things?, zukacc sh suicide doe include violent thing 
1361100709752492039,2021-02-14 23:51:11+00:00,A Port Stephens woman who is on a disability support pension after multiple suicide attempts can’t afford her anti-depressants and is selling her jewellery and skipping meals to survive. #7NEWS https://t.co/1kQznpTkuz,port stephen woman disability support pension multiple suicide attempt afford anti depressant selling jewellery skipping meal survive    news    kqznptkuz
1361100682099580928,2021-02-14 23:51:05+00:00,@Iam_dannydevito @lharukii in the manga it was confirmed eren is the father and mikasa found out this information and later committed suicide 2 chapters later, iam dannydevito  lharukii manga confirmed eren father mikasa found information later committed suicide   chapter later
1361100666945462275,2021-02-14 23:51:01+00:00,"domestic abuse: 1-800-799-7233
addiction: 877-266-311
eating disorder: 844-288-2962
sexual assault: 1-800-656-4673
suicide: 1-800-273-8255
human trafficking: 1-888-373-7888
family violence: 1-800-313-1310
self harm: 877-455-0628",domestic abuse                 addiction              eating disorder               sexual assault                 suicide                 human trafficking                 family violence                 self harm              
1361100660129861633,2021-02-14 23:51:00+00:00,yo just heard about the tiktoker that killed herself rip suicide isn't a joke,yo heard tiktoker killed rip suicide isn joke
1361100639749693440,2021-02-14 23:50:55+00:00,@aschhcsaaach Honestly I think he got too much hate for his joker in suicide squad, aschhcsaaach honestly think got hate joker suicide squad
1361100562763243523,2021-02-14 23:50:36+00:00,"@BenIrvineAuthor Well the left find it very interesting and important. And they've effectively deployed it as a weapon, to the point the mass rape of white girls can be covered up due to fears over racism.

Opposing racism is opposing white people.

Buying into the left's ideas is suicide.", benirvineauthor left find interesting important  effectively deployed weapon  point mass rape white girl covered fear racism   opposing racism opposing white people   buying left idea suicide 
1361100556278841347,2021-02-14 23:50:35+00:00,"Rose are red, violets are blue, Denise Specht controls you and the governor too!

You're responsible for every youth suicide due to this ""pandemic"".  Happy Valentines day you hacks. https://t.co/WyevW5mpUH",rose red  violet blue  denise specht control governor   responsible youth suicide  pandemic    happy valentine day hack    wyevw mpuh
1361100544023138306,2021-02-14 23:50:32+00:00,@iEaTsJ fancams  with  gore  in  it  like  self  harm  suicide  etc, ieatsj fancams   gore    like  self  harm  suicide  etc
1361100511437484033,2021-02-14 23:50:24+00:00,"@AhmedBaba_ Blue Lives DON’T Matter . . .

. . . to Mitch McConnell &amp; Senate Republicans who acquitted Trump of inciting insurrection.

Officer Brian Sicknick died from injuries sustained in the riot, and two other officers committed suicide.

Mitch:  Get over it!

https://t.co/mdyoGlVDLm", ahmedbaba  blue life matter              mitch mcconnell  amp  senate republican acquitted trump inciting insurrection   officer brian sicknick died injury sustained riot  officer committed suicide   mitch       mdyoglvdlm
1361100502956580865,2021-02-14 23:50:22+00:00,i remember that valentines day before she committed suicide she made me and all fo our friends little valentines day carfs with her drawings begore her class abd i walked her to drama and gave her a hug and went to my next cñass i,remember valentine day committed suicide fo friend little valentine day carfs drawing begore class abd walked drama gave hug went c
1361100485147713537,2021-02-14 23:50:18+00:00,"Kim Namjoon :
- 2156 yo
- Likes to mess up people’s head and make them go crazy
- Usually drives any creature to commit suicide
- Thinks before making any moves
- Brother of Kim Taehyung https://t.co/hF0mpZvG6R",kim namjoon          yo   like mess people head crazy   usually drive creature commit suicide   think making   brother kim taehyung   hf mpzvg
1361100474343165953,2021-02-14 23:50:15+00:00,"A few informations before I start :

- First of all, english is not my first language so I’m sorry if I make any mistake!
- I don’t know if I’ll make this au short or long :/
- Sexual tension incomming (with some smut?) 
- Mention of blood, suicide, torture, etc.",information start       english language sorry mistake    know au short long      sexual tension incomming  smut      mention blood  suicide  torture  etc 
1361100434878959621,2021-02-14 23:50:06+00:00,"@JoeBiden @KamalaHarris 
Please I need Visa because my life is not safe anymore, am from Nigeria hell Nation
#mentalhealth #commit #suicide", joebiden  kamalaharris  need visa life safe anymore  nigeria hell nation  mentalhealth  commit  suicide
